Title,Genre,Tags,Languages,Series or Movie,Hidden Gem Score,Country Availability,Runtime,Director,Writer,Actors,View Rating,IMDb Score,Rotten Tomatoes Score,Metacritic Score,Awards Received,Awards Nominated For,Boxoffice,Release Date,Netflix Release Date,Production House,Netflix Link,IMDb Link,Summary,IMDb Votes,Image,Poster,TMDb Trailer,Trailer Site
Girls und Panzer das Finale,"Animation, Action, Comedy","Drama Anime,Action & Adventure,Action Anime,Anime Movies,Japanese Movies,School Anime,Military & War Anime",Japanese,Series,8.5,Japan,< 30 minutes,Tsutomu Mizushima,Reiko Yoshida,"Mami Ozaki, Ikumi Nakagami, Mai Fuchigami, Ai Kayano",,7.3,,,,,,09 Dec 2017,2021-03-02,,https://www.netflix.com/watch/81418299,https://www.imdb.com/title/tt7833606,"The girls on Oarai’s tankery team look forward to finishing out the school year in peace, but before they know it, theyre back on the battlefield.",210.0,https://occ-0-993-988.1.nflxso.net/dnm/api/v6/evlCitJPPCVCry0BZlEFb5-QjKc/AAAABaK9q-Rjx426FnWTjqNN21t4L7qa_6JwY6POQdGhTsEgapMMMyICvr9i_2iQyHqXqmWtMXqoHMqBqIdN3Mxq8brPEw.jpg?r=c4c,https://m.media-amazon.com/images/M/MV5BOGU2OGQzNmYtZTI0NS00ZTE5LTlmYzktOWFkZmUzZjUyYWUzXkEyXkFqcGdeQXVyNjgwNTk4Mg@@._V1_SX300.jpg,,
Indoo Ki Jawani,"Comedy, Drama","Action & Adventure,Bollywood Films,Comedies,Adventures,Romantic Films,Indian Films,Hindi-language Films",Hindi,Movie,3.9,"Canada,Mexico,South Africa,Thailand,Turkey,Singapore,Argentina,Israel,Australia,Malaysia,Brazil,Colombia,India,Hong Kong,Japan,United States,Russia",1-2 hour,Abir Sengupta,Abir Sengupta,"Rakesh Bedi, Aditya Seal, Kiara Advani, Iqbal Khan",,1.4,,,,,,11 Dec 2020,2021-03-02,,https://www.netflix.com/watch/81193796,https://www.imdb.com/title/tt11112526,"A spirited but naive young woman seeks a one-night stand, but after discovering her date’s real identity, things quickly go from casual to complicated.",3505.0,https://occ-0-293-999.1.nflxso.net/dnm/api/v6/evlCitJPPCVCry0BZlEFb5-QjKc/AAAABYUdNO_FykQWCooFglY99oT3ARQd5ofK1pyv1Vuo53jVzHV2dL1gThYb_Re0BwDe2eGy17-Z9di2rPL1vaemPssSyA.jpg?r=92f,https://m.media-amazon.com/images/M/MV5BZDVlNjFhYzUtMjljMC00MWExLTljNGQtY2U5NWFlMmVjNGY4XkEyXkFqcGdeQXVyMTE2MjAzMTU3._V1_SX300.jpg,,
The Coroner,"Crime, Drama","Mystery Programmes,Drama Programmes,Crime TV Dramas,Canadian TV Programmes,TV Programmes Based on Books",English,Series,7.8,Canada,< 30 minutes,,Sally Abbott,"Beatie Edney, Claire Goose, Oliver Gomm, Matt Bardock",TV-14,7.0,,,,,,16 Nov 2015,2021-03-02,,https://www.netflix.com/watch/81006773,https://www.imdb.com/title/tt5194866,"Months after a personal tragedy, a doctor takes a job as a coroner and investigates a series of suspicious deaths in Toronto.",1328.0,https://occ-0-293-999.1.nflxso.net/dnm/api/v6/evlCitJPPCVCry0BZlEFb5-QjKc/AAAABcL59DePgdbhwJrqKNtBYNKeh1Khng5vhHwe-pCI8ORkNsXoGW60etTDZJ8emwnyGdIYcynjuyCqgKjuHefnz1tvSA.jpg?r=085,https://m.media-amazon.com/images/M/MV5BMzk4MzQyMzQ0M15BMl5BanBnXkFtZTgwOTIyNTQzNzE@._V1_SX300.jpg,,
Brave New World,"Drama, Sci-Fi","TV Dramas,US TV Shows,TV Shows Based on Books,Sci-Fi TV",English,Series,3.8,"Poland,Czech Republic,Hungary,Slovakia,Romania,India",< 30 minutes,,"David Wiener, Brian Taylor, Grant Morrison","Nina Sosanya, Harry Lloyd, Jessica Brown Findlay, Alden Ehrenreich",TV-MA,7.1,,,,,,15 Jul 2020,2021-03-02,,https://www.netflix.com/watch/80991826,https://www.imdb.com/title/tt9814116,"When a rebellious stranger arrives from another land, the residents of New London begin to question the rules of their seemingly utopian society.",9408.0,https://occ-0-4815-1432.1.nflxso.net/dnm/api/v6/evlCitJPPCVCry0BZlEFb5-QjKc/AAAABQWZKAFgMDretae7r8MOZPpWNNbrTQ9JMpyh2nitTypUrRj9YqOipgrghiDKSc0vjET-3ek7N2SCPpYiQOiSNgBtUuVYzMkHAFACgXaiRrK8VwRvgF4SJvfTgDI.jpg?r=4fd,https://m.media-amazon.com/images/M/MV5BMjk4MTQ4NDItOGMyNC00MmIwLTg1NzAtNTNlNDgxZTBiMzZjXkEyXkFqcGdeQXVyMzY0MTE3NzU@._V1_SX300.jpg,,
Comrades: Almost a Love Story,"Drama, Romance","Romantic Dramas,Chinese Movies,Dramas,Romantic Movies,Hong Kong Movies,Romantic Favorites","Cantonese, Mandarin, English",Movie,6.7,South Korea,1-2 hour,Peter Ho-Sun Chan,Ivy Ho,"Maggie Cheung, Leon Lai, Eric Tsang, Kristy Yeung",,8.1,89.0,,23.0,8.0,"$17,676",02 Nov 1996,2021-03-01,,https://www.netflix.com/watch/60020365,https://www.imdb.com/title/tt0117905,Two young Chinese mainlanders transplanted to Hong Kong -- naive Xiao-Jun Li and street-smart Qiao Li -- become fast friends and then try not to fall in love despite their deepening feelings for each other.,5047.0,https://occ-0-395-988.1.nflxso.net/dnm/api/v6/evlCitJPPCVCry0BZlEFb5-QjKc/AAAABSEIllKFaCWQgeDMBxLfPCVosg_2Qc5WIjNRdUO8Dg08515ToaiU8uy3CtqOJwCXGpyjv1p1bQRn_Q_uCBIxCDostA.jpg?r=bf4,https://m.media-amazon.com/images/M/MV5BZjg5MTI1ZDktZTRjYS00MGEyLTkzYjEtMGFjNGViYTNlYjM1XkEyXkFqcGdeQXVyMjQ2MTk1OTE@._V1_SX300.jpg,,
The Closet,Comedy,"Korean Movies,Horror Movies,Mysteries",French,Movie,3.8,South Korea,1-2 hour,Francis Veber,Francis Veber,"Gérard Depardieu, Michèle Laroque, Daniel Auteuil, Thierry Lhermitte",R,7.0,85.0,72.0,1.0,1.0,"$6,678,894",10 Aug 2001,2021-03-01,"Miramax, Gaumont",https://www.netflix.com/watch/81405032,https://www.imdb.com/title/tt0243493,A recent widowers move into a new house takes a chilling turn when his daughter vanishes — and only a mysterious exorcist seems to have answers.,16657.0,https://occ-0-395-988.1.nflxso.net/dnm/api/v6/evlCitJPPCVCry0BZlEFb5-QjKc/AAAABVQSpoTkZ1zFLtdAsNOUvkFxbwJdOqu7TjHJpnSWYWSEhRWZCaeKv8b9icqqFr1vJFPCC6973kAxhK9pXRN659mkFA.jpg?r=fab,https://m.media-amazon.com/images/M/MV5BMGRmNzFhNWEtYTgxZS00Y2Q2LTg0MjAtMTdlYTFjNjUyMDRhXkEyXkFqcGdeQXVyMjc2NTQ1MTI@._V1_SX300.jpg,https://www.youtube.com/watch?v=ou9YG0fUztA,YouTube
The Mysterians,"Action, Family, Sci-Fi, Thriller","Sci-Fi & Fantasy,Alien Sci-Fi,Japanese Movies,Classic Movies","Japanese, English",Movie,7.1,Japan,1-2 hour,Ishirô Honda,"Shigeru Kayama, Jôjirô Okami, Takeshi Kimura","Yumi Shirakawa, Akihiko Hirata, Kenji Sahara, Momoko Kôchi",TV-Y7,6.2,51.0,,,,"$975,000",15 May 1959,2021-03-01,,https://www.netflix.com/watch/70023084,https://www.imdb.com/title/tt0050251,Mankind is faced with an impossible choice when an alien race requests the use of a small plot of land and permission to procreate with Earth’s women.,1383.0,https://occ-0-993-988.1.nflxso.net/dnm/api/v6/evlCitJPPCVCry0BZlEFb5-QjKc/AAAABZVzi2om7uy20h0QVDFxBDVsS4HHq55AWLqEPAduenfw3mcE5BoE8a7wbP48wTIp71l2jJ0l_62lY_di5GsGyIt5mA.jpg?r=b29,https://m.media-amazon.com/images/M/MV5BYzAzZDlhY2EtNzJhYS00OTdmLTgwOGUtMDM5MDcwMzAzYmU5XkEyXkFqcGdeQXVyNjQzNDI3NzY@._V1_SX300.jpg,https://www.youtube.com/watch?v=3aCoSub1Ch0,YouTube
No Longer Human,"Biography, Drama, Thriller","Romantic Dramas,Dramas,Romantic Movies,Japanese Movies",Japanese,Movie,7.8,Japan,> 2 hrs,Mika Ninagawa,Kaeko Hayafune,"Tatsuya Fujiwara, Kengo Kôra, Yûdai Chiba, Rie Miyazawa",,5.9,,,,2.0,,13 Sep 2019,2021-03-01,,https://www.netflix.com/watch/81346034,https://www.imdb.com/title/tt10065976,"Writer Osamu Dazai vacillates between life, death and three separate women, wallowing in his own moral filth in reckless pursuit of artistic inspiration.",379.0,https://occ-0-993-988.1.nflxso.net/dnm/api/v6/evlCitJPPCVCry0BZlEFb5-QjKc/AAAABcCX0K7vwyKPy7w-gYeKO8sd3J4ulnYbt_H8uFpfB0Bm1Msk6Wj5SXtF2w726QDTvReEiiBpJWSRjO1odimGx40Zlg.jpg?r=b16,https://m.media-amazon.com/images/M/MV5BMWI1YjZhNGEtMzk3NS00MWE3LThhZmUtNmQ1Mjc2NDBiNDBmXkEyXkFqcGdeQXVyOTQwNjAzMjM@._V1_SX300.jpg,https://www.youtube.com/watch?v=KhX3dWbok0c,YouTube
Repast,Drama,"Dramas,Movies Based on Books,Japanese Movies,Classic Movies",Japanese,Movie,8.4,Japan,1-2 hour,Mikio Naruse,"Sumie Tanaka, Yasunari Kawabata, Fumiko Hayashi, Toshirô Ide","Yukiko Shimazaki, Setsuko Hara, Ken Uehara, Yôko Sugi",,7.7,87.0,,9.0,,,23 Nov 1951,2021-03-01,,https://www.netflix.com/watch/81402063,https://www.imdb.com/title/tt0043801,A woman struggles to keep her spirit alive through the drudgery of married existence after she moves from Tokyo to Osaka with her husband.,1355.0,https://occ-0-993-988.1.nflxso.net/dnm/api/v6/evlCitJPPCVCry0BZlEFb5-QjKc/AAAABa8bcUtXvw0jVpkv1vSpYrSltpFEaJpbqpcq_CS72vBOl41lFhwKkGbXjx0mgmapY3pDntAO3unAu6Kz0TwdbM3qSw.jpg?r=cea,https://m.media-amazon.com/images/M/MV5BMjhmOWJiMWMtOTE2YS00MDQyLWI0NzEtNDg2NjBkMGM1YjZhXkEyXkFqcGdeQXVyMTk3NTc0MTk@._V1_SX300.jpg,,
Sway,"Crime, Drama","Courtroom Dramas,Dramas,Mysteries,Japanese Movies",Japanese,Movie,8.5,Japan,1-2 hour,Miwa Nishikawa,Miwa Nishikawa,"Masatô Ibu, Hirofumi Arai, Joe Odagiri, Teruyuki Kagawa",,7.2,86.0,,10.0,4.0,,08 Jul 2006,2021-03-01,,https://www.netflix.com/watch/70064321,https://www.imdb.com/title/tt0809535,"When a Tokyo photographer returns home for his mother’s memorial service, old grudges ignite into tragedy. His brother is arrested, but who is to blame?",963.0,https://occ-0-993-988.1.nflxso.net/dnm/api/v6/evlCitJPPCVCry0BZlEFb5-QjKc/AAAABVWGzyIyHTMoky6nCFDWN9X0SkV0aKNcf5IQYqSOLVWtvZnPfCKoNrNrs0XM1zIXGCZxc-FgtGJyV0w9CqO_4bltNA.jpg?r=a7e,https://m.media-amazon.com/images/M/MV5BN2QxMTFjOTMtMTk2NS00ZTU0LWI4MjMtM2QxOWZjNTY5Njg1XkEyXkFqcGdeQXVyMzQ5NjAxMzA@._V1_SX300.jpg,https://www.youtube.com/watch?v=CZXzgt6NkhE,YouTube
When a Woman Ascends the Stairs,Drama,"Social Issue Dramas,Dramas,Japanese Movies,Classic Movies",Japanese,Movie,7.6,Japan,1-2 hour,Mikio Naruse,Ryûzô Kikushima,"Hideko Takamine, Tatsuya Nakadai, Masayuki Mori, Reiko Dan",Not Rated,8.1,100.0,,,,,25 Jun 1963,2021-03-01,,https://www.netflix.com/watch/70063286,https://www.imdb.com/title/tt0054144,"Faced with few options, a widowed bar hostess entertaining businessmen in the cutthroat Ginza district tries desperately to better her circumstances.",3771.0,https://occ-0-993-988.1.nflxso.net/dnm/api/v6/evlCitJPPCVCry0BZlEFb5-QjKc/AAAABRMZajRbznx7HG_ZQXme1GTGDcQ9sBKTSghBFjSrcfCTMdoxSWiWN6gqokRSQFv5k-LrKRRkVRfFjbIJJqd8k4CpUQ.jpg?r=af1,https://m.media-amazon.com/images/M/MV5BZTk0ZTZjY2MtYTdhZi00OWQxLWJkMWUtMzk4ZTNkOTBiMThhXkEyXkFqcGdeQXVyNzc5MjA3OA@@._V1_SX300.jpg,https://www.youtube.com/watch?v=ooW3aSKfsVA,YouTube
Yearning,Drama,"Romantic Dramas,Dramas,Romantic Movies,Japanese Movies,Classic Movies",Japanese,Movie,8.5,Japan,1-2 hour,Mikio Naruse,"Zenzô Matsuyama, Mikio Naruse","Hideko Takamine, Yumi Shirakawa, Mitsuko Kusabue, Yûzô Kayama",,8.1,88.0,,1.0,,,23 Oct 1964,2021-03-01,,https://www.netflix.com/watch/81402109,https://www.imdb.com/title/tt0058349,"A widow is tormented by the mean-spirited scheming of her late husband’s family, and by her rakish young brother-in-law’s sudden declaration of love.",1359.0,https://occ-0-993-988.1.nflxso.net/dnm/api/v6/evlCitJPPCVCry0BZlEFb5-QjKc/AAAABSlHXSqzaPUDv_kLXgmmXhBu5RsRNvp6zCkTrwIzLKoU0Ur0lINmZOvb7oLpplW8CUkltEyjqFu-HcTlY1EixrL6vA.jpg?r=e74,https://m.media-amazon.com/images/M/MV5BZWMzMDc4ZjEtMThhOS00OWJmLWExZTEtOGZiZjkyODczN2JjXkEyXkFqcGdeQXVyMzU0NzkwMDg@._V1_SX300.jpg,https://www.youtube.com/watch?v=22O_q-ux5Tw,YouTube
Gorath,"Action, Family, Sci-Fi, Thriller","Sci-Fi & Fantasy,Japanese Movies","Japanese, English",Movie,7.0,Japan,1-2 hour,Ishirô Honda,"John Meredyth Lucas, Jôjirô Okami, Takeshi Kimura","Yumi Shirakawa, Kumi Mizuno, Akira Kubo, Ryô Ikebe",Not Rated,5.8,35.0,,,,,15 May 1964,2021-03-01,,https://www.netflix.com/watch/81402107,https://www.imdb.com/title/tt0056709,"With a gravitationally dense runaway star on a collision course with Earth, scientists devise a daring plan to shift our planet out of harm’s way.",636.0,https://occ-0-993-988.1.nflxso.net/dnm/api/v6/evlCitJPPCVCry0BZlEFb5-QjKc/AAAABfnCsnAy4_0E6Swmn_u7UMdVkFUjiF0y8OAiPzZwkm8Uvs648OMrwMc5L7XXnq3FCrkJP0GYMrgjVOn1sizHqRBSBQ.jpg?r=74b,https://m.media-amazon.com/images/M/MV5BY2QyMWEwMGItMWFjZC00YTY1LWJlYWEtODY2NjI2YzI3MmQyL2ltYWdlL2ltYWdlXkEyXkFqcGdeQXVyNjQwMjYzNjY@._V1_SX300.jpg,https://www.youtube.com/watch?v=vcn5_hwG694,YouTube
Ginza Cosmetics,Drama,"Dramas,Movies Based on Books,Japanese Movies,Classic Movies","Japanese, English",Movie,7.7,Japan,1-2 hour,Mikio Naruse,"Matsuo Kishi, Tomoichirô Inoue","Yûji Hori, Kyôko Kagawa, Ranko Hanai, Kinuyo Tanaka",,6.9,45.0,,,,,14 Apr 1951,2021-03-01,,https://www.netflix.com/watch/81402115,https://www.imdb.com/title/tt0043587,A bar hostess in Ginza struggles to make ends meet while parenting her son as she grapples with loyalty to her friends and customers expectations.,279.0,https://occ-0-993-988.1.nflxso.net/dnm/api/v6/evlCitJPPCVCry0BZlEFb5-QjKc/AAAABRZjZyx_V4acLZ65kKZsgD-m5xnbVDipXMO2GdS-CzFr2LiHvwOn-WgU2Yb4KKTGjiXnoO49sBttCZhszhJI0818ug.jpg?r=297,https://m.media-amazon.com/images/M/MV5BYmQ1ZjNhZjEtMzlmZC00ODgxLWIzZjYtNGM4MTdmNzIyNzgxXkEyXkFqcGdeQXVyMjcxNjI4NTk@._V1_SX300.jpg,,
Floating Clouds,"Drama, Romance","Romantic Dramas,Social Issue Dramas,Dramas,Romantic Movies,Movies Based on Books,Japanese Movies,Classic Movies",Japanese,Movie,7.8,Japan,> 2 hrs,Mikio Naruse,"Yôko Mizuki, Fumiko Hayashi","Hideko Takamine, Isao Yamagata, Mariko Okada, Masayuki Mori",,7.7,83.0,,9.0,,,06 Jun 1980,2021-03-01,,https://www.netflix.com/watch/81402076,https://www.imdb.com/title/tt0048757,"Returning to Japan after the war, a woman rekindles her affair with a man she met in French Indochina, but she remains unmoored in postwar society.",2395.0,https://occ-0-993-988.1.nflxso.net/dnm/api/v6/evlCitJPPCVCry0BZlEFb5-QjKc/AAAABSlWcB7SMuLfDSiJnQWt5-yyGPMkNZpq3JyUIv_0sNC2Hq4JLU_tdgslRFck_zzwfeUN6Ot5cxmTIbdSbtqpRZ9CWg.jpg?r=e06,https://m.media-amazon.com/images/M/MV5BYzU2NzFkYTItNTA3YS00M2RmLTg4ZDAtNTFiYTUyMmRjNTIzXkEyXkFqcGdeQXVyMzY2MDk0MTk@._V1_SX300.jpg,,
Cheer Boys!!,"Animation, Drama, Sport","Teen Movies,Dramas,Sports Dramas,Movies Based on Books,Japanese Movies,Youth Movies,Japanese Youth Dramas",Japanese,Movie,8.2,Japan,1-2 hour,,,"Jarrod Greene, Cris George, Dallas Reid, Justin Pate",TV-14,6.4,,,,,,05 Jul 2016,2021-03-01,,https://www.netflix.com/watch/81406361,https://www.imdb.com/title/tt5921946,"After an injury ends his judo career, a college student and his best friend start a mens cheer team, assembling a squad of misfits to aim for the top.",70.0,https://occ-0-993-988.1.nflxso.net/dnm/api/v6/evlCitJPPCVCry0BZlEFb5-QjKc/AAAABWD_eZLpyP-fNWORyUgFZ07nBKpUA9bbbYYSqtudO-ENFp7Gmn3s9n-lzoMtNkVy43YzCXdhcrjHKYSMU2-Xr2DiBA.jpg?r=1e0,https://m.media-amazon.com/images/M/MV5BZTE4N2Q1M2QtMzA1My00MjlmLTk4YzktZDg2NDY2MWJjYjNmXkEyXkFqcGdeQXVyMjI5MjU5OTI@._V1_SX300.jpg,,
365 Nights,,"Romantic Dramas,Dramas,Romantic Movies,Movies Based on Books,Japanese Movies,Classic Movies",Japanese,Movie,7.7,Japan,1-2 hour,Kon Ichikawa,"Kennosuke Tateoka, Masajiro Tojima","Hideko Takamine, Chizuko Nogami, Yûji Hori, Ken Uehara",,5.5,,,,,,,2021-03-01,,https://www.netflix.com/watch/81402125,https://www.imdb.com/title/tt0040065,Kuroku flees Osaka — where his nearly bankrupt father is pressuring him to marry the daughter of a wealthy man — and falls for a young woman in Tokyo.,6.0,https://occ-0-993-988.1.nflxso.net/dnm/api/v6/evlCitJPPCVCry0BZlEFb5-QjKc/AAAABW2i2m8ADR3AjZdidHvuCDWY6Z9xJc_26IaEUJ4htzz0YaJelnvx8RixZf3VhkdvTKItexjmTZWUgTVvHQfXECf9XQ.jpg?r=e52,,,
Restart After Come Back Home,"Drama, Romance","Romantic Dramas,Dramas,LGBTQ Movies,Romantic Movies,Japanese Movies",Japanese,Movie,8.6,Japan,1-2 hour,Ryûta Inoue,Kumiko Satô,"Masahiro Kômoto, Yukijirô Hotaru, Eri Murakawa, Yûki Furukawa",,7.2,,,,,,04 Sep 2020,2021-03-01,,https://www.netflix.com/watch/81383131,https://www.imdb.com/title/tt12530960,"Mitsuomi moves back home after ten exhausting years in the city, where his growing affection for a guy in the neighborhood helps heal his weary soul.",80.0,https://occ-0-993-988.1.nflxso.net/dnm/api/v6/evlCitJPPCVCry0BZlEFb5-QjKc/AAAABZA7nHHA2FOCUHxg7PE_R5AjCaSia5Vs_06tqMenRLQXB6wecNrh-tBO1a71W45hqBoGKsDOz1ncJ8bEeTjpMKSZpQ.jpg?r=75a,https://m.media-amazon.com/images/M/MV5BZjYwNTMwY2YtN2Q0Zi00ZTExLWIxMmUtYmYyZDJkM2M4OGYyXkEyXkFqcGdeQXVyNjE4OTY3NTg@._V1_SX300.jpg,,
Trial by Fire,"Biography, Drama","Films Based on Real Life,Social Issue Dramas,Dramas",English,Movie,6.2,United Kingdom,> 2 hrs,Edward Zwick,"Geoffrey Fletcher, David Grann","Laura Dern, Jack O'Connell, Emily Meade, Chris Coy",R,6.9,61.0,51.0,,,"$148,504",17 May 2019,2021-03-01,Roadside Attractions,https://www.netflix.com/watch/81088152,https://www.imdb.com/title/tt3263946,A woman who develops a close relationship with a death row inmate sets out to prove the man was wrongfully convicted of killing his children in a fire.,3657.0,https://occ-0-4169-299.1.nflxso.net/dnm/api/v6/evlCitJPPCVCry0BZlEFb5-QjKc/AAAABZQ2e6Q_ZKFYoJWGB5tzFRhd6zmcE3dHIH34FJOQpS8xoYTV1vyhdo8FrLaMYINGl_HP0ZvmjmTsaq98-lM54K46sg.jpg?r=21d,https://m.media-amazon.com/images/M/MV5BNTJkYTIwOTAtYjc4Yy00OTZkLThhM2EtZDFlNTJmMmY2NzgyXkEyXkFqcGdeQXVyNDg4NjY5OTQ@._V1_SX300.jpg,https://www.youtube.com/watch?v=rrq6SOwyr5s,YouTube
5 Minute,Comedy,"Social Issue Dramas,Dramas,LGBTQ Movies,Independent Movies",English,Movie,9.3,Romania,1-2 hour,,,Jeff Lewis,,8.6,,,,3.0,,12 Oct 2010,2021-03-01,,https://www.netflix.com/watch/81351808,https://www.imdb.com/title/tt1809071,"When a violent homophobic attack breaks out during a film screening, a bold journalist pursues justice for the LGBTQ community. Based on true events.",41.0,https://occ-0-3031-3467.1.nflxso.net/dnm/api/v6/evlCitJPPCVCry0BZlEFb5-QjKc/AAAABW4xj0sbH8ZOtV2hBDPziErA50uM-8tcLYJ0EZSqx3wrmhD9NRDKetfA-9ga9fc3lpCaUGcrOrCKhsyv0oXdnUz-YA.jpg?r=2d4,,,
Dilili in Paris,"Animation, Adventure, Family, Mystery","Children & Family Movies,Family Adventures,Animated Movies",French,Movie,7.3,"Germany,Switzerland",1-2 hour,Michel Ocelot,Michel Ocelot,"Prunelle Charles-Ambron, Bruno Paviot, Natalie Dessay, Enzo Ratsito",PG,7.0,,37.0,1.0,2.0,,04 Oct 2019,2021-03-01,,https://www.netflix.com/watch/81176692,https://www.imdb.com/title/tt7169514,"After stowing away on a ship from New Caledonia, Dilili sets out to solve the mystery behind the kidnappings of young girls in Paris.",816.0,https://occ-0-784-778.1.nflxso.net/dnm/api/v6/evlCitJPPCVCry0BZlEFb5-QjKc/AAAABdKKrb2--RFLcGDAgxq5_7qP9q3IMXfQeJF8F76i-6gten_wYSVizCqS4rwe0GaS62dtIeqOdXVbQDG5cJDIZDtPtQ.jpg?r=846,https://m.media-amazon.com/images/M/MV5BYTMwZTg3MjQtMDhiMC00NTY5LTk1ODYtMzIzODk4ZTlkYzkyXkEyXkFqcGdeQXVyMjE4NzUxNDA@._V1_SX300.jpg,https://www.youtube.com/watch?v=TmBcSoz86vA,YouTube
All of Us,Comedy,"Belgian Movies,Dramas,Documentary Films",English,Movie,7.3,Netherlands,1-2 hour,,"Jada Pinkett Smith, Will Smith, Betsy Borns","Duane Martin, Khamani Griffin, LisaRaye McCoy, Tony Rock",,5.9,,,,12.0,,16 Sep 2003,2021-03-01,,https://www.netflix.com/watch/81408213,https://www.imdb.com/title/tt0362404,"In a self-help group led by an untried therapist, four people with terminal illnesses face uncomfortable truths while trying to live in the moment.",1280.0,https://occ-0-435-769.1.nflxso.net/dnm/api/v6/evlCitJPPCVCry0BZlEFb5-QjKc/AAAABTVlzxBSWiU41YOZsIIU-dS-XY4YfIM_ATbdyMQnIwBn7gjZfDQ9HQK6jl-z0SWN11TKtVkjXbHjm3sAE5ZTC5cbZw.jpg?r=25e,https://m.media-amazon.com/images/M/MV5BMjA1MTQ0NDIxMl5BMl5BanBnXkFtZTgwMzU0NzgwMzE@._V1_SX300.jpg,,
Years and Years,"Drama, Sci-Fi","TV Dramas,Political TV Shows,British",English,Series,4.2,Belgium,< 30 minutes,,Russell T. Davies,"Anne Reid, T'Nia Miller, Rory Kinnear, Ruth Madeley",TV-MA,8.3,,,1.0,14.0,,24 Jun 2019,2021-03-01,,https://www.netflix.com/watch/80219056,https://www.imdb.com/title/tt8694364,"After a fateful night in 2019, the future of Britain and the lives of an ordinary family change dramatically over the course of the next 15 years.",22324.0,https://occ-0-1489-1490.1.nflxso.net/dnm/api/v6/1lcgfy_NA26l7dfd356LqCUdNPM/AAAABfSCDtvcSr9nIbOL7GNyr6Itqxi9Pnyb3E-7GpzVvorytUKvRCRUaKyTTjfmYvHkF_1sXJJzOn9e7ml1jr1tMjJlJnK-XhSu1ayHe1_4Cgjz9UM.jpg?r=e93,https://m.media-amazon.com/images/M/MV5BZTk2YWM0NGMtNzg0MS00MDBkLThmMDYtYjdhMWZjMjgyZDc4XkEyXkFqcGdeQXVyMTkzODUwNzk@._V1_SX300.jpg,,
The New Pope,Drama,"TV Dramas,Italian TV Shows","English, Italian",Series,4.1,"Belgium,Netherlands",< 30 minutes,,Paolo Sorrentino,"Jude Law, Cécile de France, Silvio Orlando, John Malkovich",TV-MA,8.2,,,4.0,,,13 Jan 2020,2021-03-01,,https://www.netflix.com/watch/80242313,https://www.imdb.com/title/tt7157248,"With the young pope out of commission, a new leader steps in. But lies and hidden agendas are just the start of the Vaticans problems.",12101.0,https://occ-0-1489-1490.1.nflxso.net/dnm/api/v6/1lcgfy_NA26l7dfd356LqCUdNPM/AAAABXheiy-yLHz84ZK_nMAg65N2U69GmsKk60itQWF2mzL_qhtBe933HNHEMv1NYmRMaYqaHMi9mL-WoMhtainXGoRh3g-bwfjNi73OEA9z_5mKQUg.jpg?r=2ac,https://m.media-amazon.com/images/M/MV5BZGQzZDk2NTgtNTRjMS00MDI0LWIwZWQtNDZjODZhOGI1YzliXkEyXkFqcGdeQXVyMTkxNjUyNQ@@._V1_SX300.jpg,,
Life and Nothing But,"Drama, War","Dramas,Period Pieces,Award-winning Dramas,French",French,Movie,8.2,"France,Belgium",> 2 hrs,Bertrand Tavernier,"Jean Cosmos, Bertrand Tavernier","Maurice Barrier, Philippe Noiret, Sabine Azéma, Pascale Vignal",PG,7.4,86.0,,9.0,14.0,,06 Sep 1989,2021-03-01,"Little Bear [fr], Films A2, Hachette Première",https://www.netflix.com/watch/70012338,https://www.imdb.com/title/tt0098596,"Maj. Dellaplane is a military man in World War I who takes on the unenviable, emotionally painful task of sifting through the bodies of men killed in the Verdun countryside and helping their relatives identify them.",1568.0,https://occ-0-56-55.1.nflxso.net/dnm/api/v6/evlCitJPPCVCry0BZlEFb5-QjKc/AAAABT1l5_TNFS0HGAtw_wEzoR_Rv9zJ47h5iBt-Yml5-Ojp327BwwgTfAGPvbWm7WThv7o7oMmhz1FPKiO-Ef0_AQKASw.jpg?r=e43,https://m.media-amazon.com/images/M/MV5BZjRkNWIwNjAtYTBiZC00ZmVlLWFmY2EtYjYyZGVjOTY4YTBkXkEyXkFqcGdeQXVyMjQzMzQzODY@._V1_SX300.jpg,,
Let Joy Reign Supreme,"Drama, History, War","Dramas,Period Pieces,French","French, Breton",Movie,8.1,"France,Belgium",1-2 hour,Bertrand Tavernier,"Jean Aurenche, Bertrand Tavernier","Philippe Noiret, Christine Pascal, Jean-Pierre Marielle, Jean Rochefort",Not Rated,7.1,79.0,,5.0,3.0,,26 Mar 1975,2021-03-01,,https://www.netflix.com/watch/70012337,https://www.imdb.com/title/tt0072053,"Under the eye of an ambitious priest, the libertine Philippe II revels in scandal as he rules 18th-century France in this satirical drama.",1305.0,https://occ-0-56-55.1.nflxso.net/dnm/api/v6/evlCitJPPCVCry0BZlEFb5-QjKc/AAAABcx9bb9zMmAkRWCQ0zmAGjzD94uPDZhcRQHFhD_b2FWJOn-BFmiaE0fTHRmuickKKg1KhFW5zbtPyGHHzoddz2yyJA.jpg?r=6ca,https://m.media-amazon.com/images/M/MV5BOWNhZDE4MGItYjAxZS00OTAwLTlmOGUtYTg4MjcyYzIyYWE2XkEyXkFqcGdeQXVyMjQzMzQzODY@._V1_SX300.jpg,,
